State,County,Violent_crime,MNNM,"Rape
(revised 
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated 
assault","Property 
crime",Burglary,"Larceny-
theft","Motor 
vehicle 
theft",Arson3
Georgia,Ware,64,1,,4,4,55,596,171,408,17,0
Georgia,Warren,13,0,,2,1,10,59,17,38,4,
Georgia,Webster,1,0,,0,1,0,18,8,7,3,0
Georgia,Wheeler,0,0,,0,0,0,56,19,27,10,0
Georgia,White,22,0,,0,3,19,228,106,109,13,
Georgia,Wilcox,19,0,,4,0,15,107,49,51,7,1
Georgia,Wilkes,0,0,,0,0,0,20,6,11,3,2
Georgia,Wilkinson,4,0,,0,0,4,81,43,36,2,
Hawaii,Maui Police Department,450,1,,45,97,307,"5,704",948,"4,314",442,87
Idaho,Ada,197,0,55,,7,135,850,244,584,22,9
Idaho,Bannock,13,1,1,,0,11,111,29,76,6,0
Idaho,Boise,10,0,2,,0,8,107,23,77,7,1
Idaho,Bonneville,67,2,15,,3,47,691,170,475,46,6
Idaho,Butte,6,0,0,,1,5,1,0,1,0,0
Idaho,Canyon,91,1,14,,0,76,539,223,256,60,5
Idaho,Franklin,3,0,0,,0,3,28,3,24,1,0
Idaho,Gem,13,0,1,,0,12,26,11,13,2,1
Idaho,Jefferson,16,1,2,,1,12,139,42,91,6,0
Idaho,Kootenai,116,2,15,,6,93,"1,277",395,833,49,6
Idaho,Nez Perce,11,0,0,,1,10,121,33,81,7,0
Idaho,Owyhee,6,0,2,,0,4,110,24,73,13,1
Idaho,Adams,1,0,0,,0,1,10,3,7,0,0
Idaho,Bear Lake,1,0,1,,0,0,51,15,36,0,0
Idaho,Benewah,21,0,0,,0,21,45,12,29,4,1
Idaho,Bingham,38,0,8,,0,30,270,71,169,30,0
Idaho,Blaine,3,0,1,,0,2,23,8,15,0,0
Idaho,Bonner,39,0,5,,0,34,401,201,176,24,3
Idaho,Boundary,6,0,1,,0,5,94,56,32,6,2
Idaho,Camas,0,0,0,,0,0,6,4,2,0,0
Idaho,Caribou,0,0,0,,0,0,97,83,13,1,0
Idaho,Cassia,59,0,14,,8,37,419,89,310,20,3
Idaho,Clark,0,0,0,,0,0,7,1,6,0,0
Idaho,Clearwater,11,0,0,,0,11,112,20,84,8,3
Idaho,Custer,1,0,0,,0,1,12,2,10,0,0
Idaho,Elmore,12,1,2,,0,9,64,11,49,4,2
Idaho,Fremont,5,0,0,,0,5,82,13,62,7,1
Idaho,Gooding,14,0,0,,0,14,49,15,27,7,0
Idaho,Idaho,17,1,2,,0,14,110,47,55,8,1
Idaho,Jerome,17,0,2,,0,15,133,33,80,20,1
Idaho,Latah,16,0,2,,0,14,167,68,91,8,0
Idaho,Lemhi,7,0,1,,1,5,23,3,19,1,0
Idaho,Lewis,4,0,0,,0,4,48,12,30,6,0
Idaho,Lincoln,9,0,2,,0,7,2,1,1,0,0
Idaho,Madison,14,0,8,,0,6,89,13,73,3,1
Idaho,Minidoka,13,1,2,,0,10,191,54,116,21,0
Idaho,Oneida,9,3,0,,0,6,37,14,21,2,0
Idaho,Payette,16,0,4,,1,11,113,34,71,8,0
Idaho,Power,0,0,0,,0,0,57,11,44,2,0
Idaho,Shoshone,44,0,4,,0,40,188,89,84,15,1
Idaho,Teton,15,0,2,,0,13,59,21,35,3,0
Idaho,Twin Falls,43,1,5,,2,35,166,71,85,10,2
Idaho,Valley,13,0,9,,0,4,79,22,55,2,1
Idaho,Washington,3,0,0,,0,3,33,16,15,2,0
Illinois,Alexander,20,0,,0,4,16,83,24,54,5,2
Illinois,Bond,1,0,,0,0,1,87,25,60,2,0
Illinois,Boone,25,0,,12,3,10,201,43,153,5,3
Illinois,Champaign,103,1,,18,11,73,621,218,374,29,8
Illinois,Clinton,8,0,,1,1,6,84,8,70,6,0
Illinois,Cook,187,0,,23,39,125,764,229,480,55,18
Illinois,De Kalb,19,0,,1,2,16,247,31,214,2,0
Illinois,De Witt,14,1,,6,1,6,37,9,26,2,0
Illinois,Du Page,48,4,,3,11,30,832,176,611,45,3
Illinois,Ford,11,0,,0,0,11,133,39,87,7,0
Illinois,Grundy,15,0,,2,1,12,179,67,110,2,2
Illinois,Henry,8,0,,1,0,7,54,11,40,3,0
Illinois,Jackson,16,0,,0,0,16,325,142,165,18,5
Illinois,Jersey,8,0,,4,0,4,106,25,79,2,0
Illinois,Kane,45,0,,5,3,37,418,127,276,15,8
Illinois,Kankakee,64,2,,14,4,44,408,152,230,26,15
Illinois,Kendall,27,0,,7,0,20,246,79,161,6,2
Illinois,Lake,79,1,,21,17,40,"1,616",481,"1,065",70,13
Illinois,Macon,46,0,,6,1,39,332,80,239,13,1
Illinois,Macoupin,20,0,,1,1,18,147,44,99,4,1
Illinois,Madison,65,1,,2,5,57,562,185,339,38,5
Illinois,Marshall,6,0,,0,0,6,38,18,17,3,0
Illinois,McHenry,64,0,,17,4,43,441,112,327,2,2
Illinois,McLean,32,0,,9,1,22,208,88,109,11,0
Illinois,Menard,2,0,,0,1,1,46,19,26,1,0
Illinois,Monroe,4,0,,2,0,2,43,18,24,1,0
Illinois,Peoria,92,0,,12,12,68,703,184,495,24,7
Illinois,Piatt,18,0,,1,1,16,85,39,45,1,0
Illinois,Rock Island,53,0,,2,3,48,286,70,208,8,0
Illinois,Sangamon,138,0,,24,16,98,721,234,459,28,5
Illinois,Stark,3,0,,1,1,1,75,23,51,1,0
Illinois,St. Clair,73,1,,15,25,32,660,234,378,48,1
Illinois,Tazewell,29,0,,0,2,27,221,72,143,6,1
Illinois,Will,152,2,,16,29,105,"1,135",409,669,57,20
Illinois,Williamson,9,1,,2,1,5,320,137,156,27,1
Illinois,Winnebago,122,3,,14,13,92,801,299,454,48,5
Illinois,Woodford,8,0,,6,1,1,136,46,81,9,0
Illinois,Adams,29,0,,5,2,22,236,66,165,5,0
Illinois,Brown,8,0,,2,0,6,24,6,14,4,1
Illinois,Bureau,14,0,,3,1,10,153,39,107,7,0
Illinois,Carroll,0,0,,0,0,0,69,14,54,1,0
Illinois,Cass,6,0,,0,0,6,8,2,6,0,0
Illinois,Clark,4,0,,0,0,4,50,23,21,6,0
Illinois,Clay,0,0,,0,0,0,59,23,31,5,0
Illinois,Coles,25,0,,4,0,21,89,24,58,7,4
Illinois,Cumberland,3,0,,0,1,2,36,18,14,4,1
Illinois,Douglas,8,0,,1,0,7,41,13,28,0,0
Illinois,Edgar,15,0,,1,0,14,62,30,30,2,2
Illinois,Edwards,14,0,,0,0,14,34,18,16,0,1
Illinois,Effingham,15,0,,0,0,15,144,39,94,11,1
Illinois,Fayette,5,0,,2,0,3,104,23,77,4,0
Illinois,Franklin,13,0,,0,0,13,193,63,112,18,2
Illinois,Fulton,13,0,,0,1,12,151,44,101,6,3
Illinois,Greene,6,0,,0,0,6,25,10,15,0,1
Illinois,Hancock,1,0,,0,0,1,137,32,103,2,0
Illinois,Hardin,7,0,,0,0,7,24,6,18,0,0
Illinois,Iroquois,21,0,,3,0,18,242,84,154,4,0
Illinois,Jasper,1,0,,0,0,1,34,17,17,0,0
Illinois,Jefferson,35,1,,1,1,32,278,106,159,13,4
Illinois,Jo Daviess,1,0,,0,0,1,121,43,75,3,0
Illinois,Johnson,23,0,,0,0,23,78,7,71,0,0
Illinois,Knox,25,0,,7,2,16,245,87,146,12,1
Illinois,La Salle,27,0,,8,2,17,305,92,204,9,5
Illinois,Lawrence,5,0,,0,0,5,33,12,19,2,1
Illinois,Lee,4,0,,4,0,0,178,90,84,4,2
Illinois,Livingston,25,1,,11,0,13,216,40,172,4,110
Illinois,Logan,13,0,,1,0,12,150,77,68,5,2
Illinois,Marion,25,0,,13,0,12,196,65,118,13,1
Illinois,Mason,12,1,,1,0,10,82,23,59,0,0
Illinois,Massac,7,0,,0,0,7,67,22,45,0,2
Illinois,McDonough,12,0,,2,0,10,85,10,73,2,1
Illinois,Montgomery,59,0,,0,3,56,136,58,77,1,0
Illinois,Morgan,7,0,,2,2,3,87,41,44,2,1
Illinois,Ogle,12,0,,1,1,10,154,43,110,1,0
Illinois,Perry,9,0,,1,0,8,42,7,34,1,0
Illinois,Pulaski,28,0,,1,1,26,42,14,27,1,0
Illinois,Putnam,1,0,,0,0,1,36,5,31,0,0
Illinois,Randolph,4,0,,2,0,2,158,50,94,14,0
Illinois,Saline,11,0,,0,1,10,106,28,71,7,2
Illinois,Schuyler,2,1,,0,0,1,6,2,4,0,0
Illinois,Scott,0,0,,0,0,0,35,13,22,0,0
Illinois,Shelby,7,0,,0,0,7,72,24,48,0,3
Illinois,Stephenson,10,0,,3,1,6,190,34,149,7,0
Illinois,Union,12,0,,4,2,6,86,21,59,6,0
Illinois,Wabash,4,0,,0,0,4,48,14,31,3,0
Illinois,Warren,6,0,,0,0,6,66,26,38,2,0
Illinois,Wayne,7,0,,0,3,4,110,39,70,1,1
Illinois,White,11,0,,0,0,11,119,39,78,2,2
Illinois,Whiteside,6,0,,0,0,6,194,49,139,6,0
Indiana,Bartholomew,64,4,,5,2,53,501,107,344,50,0
Indiana,Brown,0,0,,0,0,0,93,35,48,10,1
Indiana,Delaware,29,0,,4,2,23,452,140,290,22,3
Indiana,Elkhart,46,3,15,,22,6,"1,070",435,493,142,2
Indiana,Floyd,6,1,,0,3,2,527,101,404,22,0
Indiana,Hancock,14,1,,5,3,5,258,109,136,13,1
Indiana,Harrison,39,1,,1,2,35,488,91,372,25,0
Indiana,Hendricks,57,0,,2,7,48,847,224,554,69,3
Indiana,Johnson,80,0,3,,5,72,633,153,450,30,12
Indiana,Lake,38,1,,7,10,20,945,252,614,79,0
Indiana,Madison,26,1,,14,4,7,524,162,338,24,3
Indiana,Monroe,73,1,,6,7,59,884,244,588,52,4
Indiana,Scott,6,0,,3,0,3,365,109,252,4,
Indiana,Shelby6,33,0,3,,2,28,274,103,148,23,1
Indiana,St. Joseph,110,2,,17,19,72,"1,380",455,870,55,
Indiana,Sullivan,15,0,,1,2,12,195,45,131,19,3
Indiana,Tippecanoe,33,1,,11,2,19,785,221,541,23,3
Indiana,Vigo,23,0,,8,4,11,925,271,601,53,5
Indiana,Warrick,74,0,,5,3,66,635,105,514,16,0
Indiana,Wells,9,0,,1,0,8,187,53,130,4,1
Indiana,Blackford,1,0,,0,1,0,55,21,32,2,1
Indiana,Cass,11,0,,1,0,10,205,46,156,3,0
Indiana,Clinton,13,0,,1,5,7,252,76,159,17,1
Indiana,Crawford,11,0,,0,4,7,79,70,2,7,0
Indiana,Daviess,7,0,1,,0,6,91,31,50,10,1
Indiana,Franklin,3,0,,0,1,2,139,98,36,5,0
Indiana,Fulton,10,0,,2,0,8,117,39,62,16,2
Indiana,Gibson,16,0,,2,0,14,189,42,134,13,0
Indiana,Grant,31,0,,5,1,25,333,66,254,13,0
Indiana,Greene,3,1,,2,0,0,178,27,138,13,0
Indiana,Henry,6,0,,4,2,0,454,178,253,23,0
Indiana,Jackson,19,0,,2,1,16,431,92,317,22,0
Indiana,Jay,13,0,,1,0,12,97,15,75,7,0
Indiana,Jennings,71,0,,3,0,68,324,140,175,9,0
Indiana,Knox,0,0,,0,0,0,0,0,0,0,0
Indiana,Kosciusko,168,2,,5,6,155,750,170,532,48,0
Indiana,LaGrange,20,0,,0,1,19,194,62,117,15,0
Indiana,Lawrence,81,0,,2,1,78,279,134,135,10,5
Indiana,Miami,11,0,,3,0,8,184,72,111,1,3
Indiana,Montgomery,74,0,,2,4,68,296,80,203,13,0
Indiana,Noble,21,0,,6,0,15,203,74,114,15,0
Indiana,Parke,3,1,,0,0,2,48,14,31,3,1
Indiana,Pike,20,0,0,,0,20,231,53,177,1,
Indiana,Ripley,1,0,,0,1,0,236,60,166,10,0
Indiana,Starke,7,1,,1,0,5,33,6,20,7,2
Indiana,Steuben,13,2,,2,4,5,453,128,297,28,0
Indiana,Tipton,8,0,,1,1,6,51,28,15,8,0
Indiana,Wabash,4,0,,0,3,1,248,81,159,8,0
Iowa,Bremer,5,0,1,,0,4,44,17,27,0,0
Iowa,Dallas,17,1,1,,1,14,104,21,74,9,3
Iowa,Dubuque,11,0,2,,0,9,198,64,116,18,2
Iowa,Grundy,10,0,0,,0,10,56,16,38,2,1
Iowa,Guthrie,4,0,1,,0,3,35,18,15,2,0
Iowa,Johnson,68,0,15,,1,52,225,71,137,17,1
Iowa,Linn,18,0,3,,2,13,267,118,122,27,1
Iowa,Madison,14,0,0,,0,14,39,14,19,6,0
Iowa,Mills,34,0,4,,0,30,150,56,82,12,2
Iowa,Plymouth,16,0,4,,0,12,56,17,32,7,0
Iowa,Polk,65,1,5,,3,56,704,206,426,72,2
Iowa,Pottawattamie,69,0,7,,3,59,425,135,260,30,3
Iowa,Scott,41,0,4,,2,35,161,50,101,10,1
Iowa,Story,22,0,1,,2,19,146,60,73,13,5
Iowa,Warren,61,0,10,,0,51,208,75,110,23,5
Iowa,Washington,28,0,5,,0,23,81,32,44,5,1
Iowa,Woodbury,21,0,2,,0,19,138,54,75,9,2
Iowa,Adair,1,0,0,,0,1,47,17,28,2,0
Iowa,Adams,6,0,1,,0,5,19,13,6,0,0
Iowa,Allamakee,5,0,1,,0,4,25,2,17,6,0
Iowa,Appanoose,14,0,3,,0,11,109,47,44,18,4
Iowa,Buena Vista,10,0,1,,0,9,46,27,19,0,0
Iowa,Butler,3,0,1,,0,2,13,9,3,1,0
Iowa,Calhoun,6,1,0,,0,5,55,16,34,5,0
Iowa,Cass,6,0,0,,1,5,73,28,36,9,0
Iowa,Cedar,6,0,3,,0,3,124,15,102,7,3
Iowa,Cerro Gordo,3,0,1,,0,2,112,44,56,12,0
Iowa,Cherokee,3,0,0,,0,3,31,9,20,2,0
Iowa,Chickasaw,3,0,0,,0,3,29,14,14,1,1
Iowa,Clarke,6,0,2,,0,4,55,23,29,3,0
Iowa,Clay,7,0,0,,0,7,35,20,15,0,3
Iowa,Clayton,13,0,4,,0,9,58,20,37,1,0
Iowa,Clinton,15,0,3,,2,10,104,28,67,9,1
Iowa,Davis,4,0,1,,0,3,10,3,3,4,0
Iowa,Delaware,5,0,0,,0,5,27,8,16,3,0
Iowa,Des Moines,16,0,1,,0,15,156,47,100,9,2
Iowa,Dickinson,10,1,3,,0,6,31,8,23,0,0
Iowa,Emmet,7,0,0,,0,7,42,11,28,3,0
Iowa,Fayette,7,0,0,,0,7,54,8,39,7,0
Iowa,Floyd,4,0,3,,0,1,34,18,15,1,0
Iowa,Greene,0,0,0,,0,0,0,0,0,0,0
Iowa,Hamilton,17,0,0,,1,16,67,34,27,6,0
Iowa,Hancock,3,0,1,,0,2,25,11,13,1,0
Iowa,Hardin,8,0,0,,0,8,87,27,53,7,3
Iowa,Henry,26,0,0,,0,26,84,30,46,8,2
Iowa,Howard,7,0,1,,1,5,45,15,27,3,0
Iowa,Humboldt,6,0,0,,0,6,71,28,38,5,0
Iowa,Ida,4,0,0,,0,4,48,21,27,0,0
Iowa,Iowa,10,0,1,,0,9,94,30,58,6,0
Iowa,Jasper,16,0,0,,0,16,186,92,83,11,6
Iowa,Jefferson,0,0,0,,0,0,48,15,26,7,1
Iowa,Keokuk,10,0,0,,0,10,33,15,17,1,0
Iowa,Kossuth,3,0,0,,1,2,33,13,20,0,1
Iowa,Lee,12,1,1,,0,10,99,34,56,9,1
Iowa,Louisa,6,0,2,,0,4,57,35,21,1,0
Iowa,Lucas,3,0,1,,0,2,116,54,49,13,4
Iowa,Marion,36,0,14,,1,21,104,49,49,6,4
Iowa,Marshall,7,0,0,,0,7,88,36,39,13,0
Iowa,Mitchell,0,0,0,,0,0,19,10,9,0,0
Iowa,Monona,12,0,3,,2,7,77,16,57,4,1
Iowa,Monroe,4,0,2,,0,2,59,28,27,4,1
Iowa,Muscatine,18,0,5,,0,13,68,32,30,6,0
Iowa,O'Brien,12,0,6,,0,6,81,25,56,0,1
Iowa,Osceola,0,0,0,,0,0,5,0,4,1,0
Iowa,Page,8,0,1,,0,7,47,21,17,9,1
Iowa,Palo Alto,14,0,0,,0,14,75,44,24,7,1
Iowa,Pocahontas,3,0,0,,0,3,47,21,24,2,0
Iowa,Poweshiek,6,0,2,,0,4,23,9,11,3,0
Iowa,Ringgold,0,0,0,,0,0,41,16,22,3,0
Iowa,Sac,11,1,2,,0,8,81,39,40,2,0
Iowa,Sioux,6,0,0,,0,6,73,27,43,3,3
Iowa,Tama,36,0,4,,0,32,96,38,49,9,0
Iowa,Taylor,0,0,0,,0,0,22,8,12,2,0
Iowa,Union,2,0,1,,0,1,35,11,16,8,1
Iowa,Van Buren,12,0,1,,0,11,63,31,23,9,0
Iowa,Wapello,9,0,0,,0,9,228,142,69,17,2
Iowa,Wayne,2,0,0,,0,2,18,12,6,0,0
Iowa,Webster,21,2,1,,1,17,190,73,107,10,2
Iowa,Winnebago,0,0,0,,0,0,1,1,0,0,0
Iowa,Winneshiek,0,0,0,,0,0,13,1,12,0,0
Iowa,Worth,8,1,2,,0,5,84,29,46,9,0
Iowa,Wright,2,0,0,,0,2,15,4,10,1,1
Kansas,Butler,52,1,6,,1,44,624,200,382,42,14
Kansas,Doniphan,6,0,0,,0,6,53,23,24,6,0
Kansas,Douglas,19,0,2,,1,16,176,69,98,9,0
Kansas,Harvey,12,0,0,,0,12,73,30,38,5,1
Kansas,Jackson,12,1,0,,0,11,109,37,66,6,2
Kansas,Jefferson,35,0,4,,0,31,250,60,158,32,3
Kansas,Johnson,34,1,5,,0,28,247,61,161,25,5
Kansas,Kingman,3,0,1,,0,2,81,21,47,13,1
Kansas,Leavenworth,43,1,3,,3,36,278,121,128,29,11
Kansas,Miami,24,0,6,,1,17,219,92,113,14,5
Kansas,Osage,15,0,0,,0,15,106,47,48,11,2
Kansas,Pottawatomie,31,0,5,,2,24,235,64,151,20,4
Kansas,Riley County Police Department,146,5,22,,16,103,"1,226",219,962,45,9
Kansas,Shawnee,94,0,6,,3,85,814,194,577,43,4
Kansas,Sumner,24,1,4,,1,18,156,63,81,12,3
Kansas,Wabaunsee,12,0,0,,0,12,84,33,48,3,2
Kansas,Wyandotte,35,0,2,,2,31,38,7,27,4,2
Kansas,Allen,2,0,0,,0,2,74,22,48,4,2
Kansas,Anderson,12,0,5,,0,7,78,38,37,3,0
Kansas,Barber,6,0,0,,0,6,49,17,27,5,1
Kansas,Barton,9,1,1,,0,7,109,33,69,7,0
Kansas,Bourbon,25,2,9,,0,14,105,41,60,4,1
Kansas,Brown,2,0,1,,0,1,60,22,32,6,0
Kansas,Chautauqua,3,0,1,,0,2,26,9,15,2,0
Kansas,Cherokee,40,1,5,,1,33,254,107,129,18,3
Kansas,Cheyenne,7,1,1,,0,5,34,6,27,1,0
Kansas,Clark,2,0,1,,0,1,25,8,15,2,0
Kansas,Clay,7,0,1,,0,6,26,4,18,4,0
Kansas,Cloud,14,0,3,,0,11,62,33,25,4,0
Kansas,Coffey,3,0,2,,0,1,41,15,24,2,2
Kansas,Cowley,24,0,2,,1,21,149,56,81,12,0
Kansas,Crawford,18,0,4,,2,12,238,96,129,13,4
Kansas,Dickinson,13,0,3,,0,10,127,72,48,7,2
Kansas,Edwards,5,0,1,,0,4,22,4,18,0,0
Kansas,Elk,2,0,0,,0,2,19,6,12,1,0
Kansas,Ellis,17,0,4,,0,13,92,19,68,5,3
Kansas,Ellsworth,2,0,0,,0,2,40,15,21,4,0
Kansas,Finney,25,1,4,,0,20,271,109,159,3,2
Kansas,Ford,22,0,3,,1,18,93,37,49,7,0
Kansas,Franklin,33,4,4,,1,24,268,134,116,18,2
Kansas,Geary,14,0,4,,1,9,51,12,37,2,2
Kansas,Gove,1,0,0,,0,1,16,6,9,1,0
Kansas,Grant,5,0,0,,0,5,12,5,7,0,0
Kansas,Gray,10,0,2,,1,7,69,25,43,1,3
Kansas,Greeley,0,0,0,,0,0,3,1,2,0,0
Kansas,Greenwood,18,3,0,,0,15,79,29,47,3,0
Kansas,Hamilton,8,0,3,,1,4,25,14,11,0,1
Kansas,Harper,6,0,0,,0,6,38,11,25,2,0
Kansas,Haskell,6,0,1,,0,5,57,10,43,4,0
Kansas,Hodgeman,2,0,0,,0,2,19,5,14,0,0
Kansas,Kearny,12,0,3,,0,9,71,15,52,4,0
Kansas,Kiowa,2,0,2,,0,0,33,8,21,4,0
Kansas,Labette,5,0,0,,0,5,104,34,63,7,7
Kansas,Lane,6,0,0,,0,6,28,12,12,4,0
Kansas,Lincoln,2,0,0,,0,2,23,10,10,3,0
Kansas,Logan,2,0,0,,0,2,10,3,6,1,0
Kansas,Lyon,7,0,1,,0,6,114,18,94,2,7
Kansas,Marion,4,0,0,,0,4,61,28,26,7,0
Kansas,Marshall,7,0,0,,0,7,43,7,33,3,0
Kansas,McPherson,6,0,1,,0,5,88,41,42,5,1
Kansas,Mitchell,7,0,1,,0,6,13,4,7,2,0
Kansas,Montgomery,16,0,0,,1,15,165,58,91,16,1
Kansas,Morris,4,0,2,,0,2,36,17,18,1,0
Kansas,Nemaha,8,0,1,,0,7,45,19,21,5,0
Kansas,Neosho,4,0,0,,0,4,98,45,47,6,0
Kansas,Ness,7,0,0,,0,7,20,7,11,2,0
Kansas,Norton,1,0,0,,0,1,11,2,9,0,0
Kansas,Osborne,4,0,2,,0,2,32,14,16,2,0
Kansas,Pawnee,2,0,0,,0,2,37,15,21,1,0
Kansas,Phillips,6,0,0,,0,6,14,4,6,4,0
Kansas,Pratt,14,0,1,,0,13,75,33,34,8,0
Kansas,Rawlins,0,0,0,,0,0,11,3,7,1,0
Kansas,Republic,1,0,0,,0,1,50,13,35,2,0
Kansas,Rice,9,0,2,,0,7,62,35,24,3,0
Kansas,Rooks,2,0,2,,0,0,15,7,8,0,0
Kansas,Rush,9,0,0,,0,9,76,20,53,3,1
Kansas,Russell,5,0,1,,0,4,48,18,29,1,0
Kansas,Saline,19,1,4,,2,12,147,50,81,16,7
Kansas,Scott,5,0,0,,0,5,23,6,14,3,0
Kansas,Seward,14,1,0,,1,12,46,6,39,1,0
Kansas,Stafford,5,0,0,,0,5,31,9,21,1,2
Kansas,Thomas,5,0,1,,0,4,22,6,15,1,0
Kansas,Washington,4,0,0,,0,4,21,6,13,2,0
Kansas,Wichita,4,0,0,,0,4,15,4,9,2,0
Kansas,Wilson,6,0,0,,0,6,76,37,35,4,1
Kansas,Woodson,3,0,0,,0,3,41,16,23,2,1
Kentucky,Allen,3,0,1,,1,1,117,61,49,7,1
Kentucky,Boone,80,0,32,,16,32,"1,357",384,897,76,7
Kentucky,Bourbon,3,0,0,,1,2,96,41,53,2,1
Kentucky,Boyd,9,0,0,,1,8,130,35,92,3,0
Kentucky,Bracken,1,0,0,,1,0,68,38,26,4,0
Kentucky,Bullitt,32,0,9,,6,17,478,199,258,21,2
Kentucky,Butler,1,0,0,,0,1,46,22,17,7,2
Kentucky,Campbell County Police Department,31,0,28,,0,3,250,92,144,14,2
Kentucky,Christian,23,1,13,,3,6,325,129,177,19,0
Kentucky,Clark,10,1,2,,2,5,264,117,137,10,1
Kentucky,Daviess,15,0,6,,2,7,499,131,352,16,3
Kentucky,Edmonson,2,0,0,,0,2,53,25,22,6,0
Kentucky,Gallatin,1,0,0,,0,1,76,27,44,5,0
Kentucky,Grant,2,0,1,,0,1,110,39,65,6,1
Kentucky,Greenup,6,1,1,,1,3,22,15,7,0,0
Kentucky,Hancock,2,0,0,,0,2,10,4,4,2,0
Kentucky,Hardin,8,1,0,,0,7,135,39,90,6,1
Kentucky,Henderson,11,0,1,,2,8,188,72,112,4,0
Kentucky,Henry,2,0,0,,2,0,6,4,2,0,0
Kentucky,Jessamine,15,1,1,,6,7,273,130,135,8,1
Kentucky,Kenton,0,0,0,,0,0,12,0,10,2,0
Kentucky,Kenton County Police Department,13,0,3,,1,9,190,85,94,11,0
Kentucky,Larue,2,0,0,,1,1,42,21,18,3,0
Kentucky,McLean,1,0,0,,1,0,37,18,16,3,0
Kentucky,Meade,9,0,1,,0,8,162,83,67,12,1
Kentucky,Oldham,0,0,0,,0,0,7,1,6,0,0
Kentucky,Oldham County Police Department,23,1,5,,9,8,436,187,230,19,0
Kentucky,Pendleton,2,0,0,,1,1,121,59,60,2,0
Kentucky,Scott,13,0,1,,4,8,241,94,141,6,0
Kentucky,Shelby,20,0,5,,2,13,460,140,294,26,1
Kentucky,Spencer,2,0,0,,0,2,88,45,40,3,0
Kentucky,Trigg,6,0,1,,0,5,83,38,40,5,0
Kentucky,Trimble,0,0,0,,0,0,1,0,1,0,0
Kentucky,Warren,17,0,7,,3,7,412,135,254,23,0
Kentucky,Woodford,1,0,0,,0,1,11,1,10,0,0
Kentucky,Adair,3,0,0,,1,2,44,27,12,5,0
Kentucky,Anderson,1,0,0,,0,1,72,44,24,4,0
Kentucky,Ballard,4,0,2,,0,2,125,48,72,5,1
Kentucky,Barren,9,0,2,,0,7,108,58,39,11,1
Kentucky,Bath,0,0,0,,0,0,1,0,1,0,0
Kentucky,Bell,11,0,1,,1,9,86,29,51,6,3
Kentucky,Boyle,3,0,0,,0,3,76,50,24,2,0
Kentucky,Breckinridge,2,0,1,,0,1,31,13,13,5,0
Kentucky,Caldwell,5,0,0,,0,5,38,14,20,4,1
Kentucky,Calloway,14,0,2,,1,11,188,87,89,12,1
Kentucky,Carlisle,2,0,0,,0,2,16,8,8,0,0
Kentucky,Carroll,3,0,0,,0,3,39,8,30,1,0
Kentucky,Carter,2,0,0,,1,1,85,30,47,8,0
Kentucky,Casey,3,0,0,,1,2,69,44,20,5,0
Kentucky,Clay,8,0,2,,0,6,59,26,26,7,3
Kentucky,Clinton,0,0,0,,0,0,0,0,0,0,0
Kentucky,Crittenden,0,0,0,,0,0,14,3,10,1,0
Kentucky,Cumberland,0,0,0,,0,0,48,28,20,0,0
Kentucky,Elliott,1,0,0,,0,1,11,4,5,2,0
Kentucky,Estill,2,0,0,,0,2,29,12,13,4,0
Kentucky,Fleming,2,0,0,,0,2,41,26,12,3,0
Kentucky,Floyd,4,0,0,,1,3,57,14,29,14,0
Kentucky,Franklin,9,1,1,,3,4,318,122,184,12,0
Kentucky,Fulton,4,0,0,,0,4,19,3,16,0,0
Kentucky,Garrard,1,0,1,,0,0,35,13,18,4,0
Kentucky,Graves,22,0,5,,1,16,208,90,102,16,3
Kentucky,Grayson,10,0,3,,0,7,125,58,58,9,2
Kentucky,Green,3,0,0,,0,3,7,5,1,1,0
Kentucky,Harlan,4,0,3,,0,1,37,11,24,2,0
Kentucky,Harrison,7,0,2,,0,5,179,86,88,5,0
Kentucky,Hart,2,0,0,,0,2,16,4,9,3,0
Kentucky,Hickman,0,0,0,,0,0,14,7,5,2,0
Kentucky,Hopkins,15,0,4,,3,8,190,95,76,19,0
Kentucky,Jackson County Police Department,1,0,0,,0,1,84,50,30,4,0
Kentucky,Johnson,8,0,1,,0,7,101,40,50,11,0
Kentucky,Knott,0,0,0,,0,0,33,9,20,4,0
Kentucky,Knox,10,0,1,,3,6,149,93,36,20,0
Kentucky,Laurel,34,1,1,,11,21,367,171,158,38,3
Kentucky,Lawrence,7,0,2,,3,2,87,44,34,9,2
Kentucky,Lee,0,0,0,,0,0,6,0,6,0,0
Kentucky,Leslie,5,0,0,,0,5,12,6,4,2,0
Kentucky,Letcher,1,0,1,,0,0,60,28,31,1,0
Kentucky,Lewis,1,1,0,,0,0,30,20,10,0,0
Kentucky,Lincoln,2,0,0,,0,2,51,22,14,15,0
Kentucky,Livingston,4,0,2,,0,2,102,36,57,9,1
Kentucky,Logan,11,0,5,,1,5,136,59,73,4,2
Kentucky,Lyon,0,0,0,,0,0,34,14,19,1,0
Kentucky,Madison,11,0,4,,0,7,370,124,228,18,0
Kentucky,Magoffin,2,0,0,,0,2,18,1,9,8,0
Kentucky,Marion,2,0,1,,1,0,65,31,31,3,0
Kentucky,Marshall,12,2,3,,1,6,242,95,132,15,2
